title,author
The Grief of Stones,Katherine Addison
"Really Good, Actually",Monica Heisey
The Nightmare Man,J.H. Markert
Bone Music,David Almond
Forget Me Not,Julie  Soto
Honor,Thrity Umrigar
Jade Fire Gold,June C.L. Tan
7th Circle,Tate James
Again and Again,Jonathan Evison
The Third Pole: My Everest climb to find the truth about Mallory and Irvine,Mark Synnott
Overboard,Sara Paretsky
First Comes Like,Alisha Rai
Our Crooked Hearts,Melissa Albert
Obit,Victoria Chang
Infamous,Lex Croucher
Velvet Was the Night,Silvia Moreno-Garcia
Mrs. Nash's Ashes,Sarah   Adler
Lightbringer,Claire Legrand
Timber,Tate James
Junior High,Tegan Quin
Little Disasters,Sarah Vaughan
His Only Wife,Peace Adzo Medie
Einstein: Die fantastische Reise einer Maus durch Raum und Zeit,Torben Kuhlmann
The Royals Next Door,Karina Halle
The End of the World is Flat,Simon Edge
Close Up,Amanda Quick
A Ruin of Roses,K.F. Breene
Spells for Forgetting,Adrienne Young
Gouda Friends,Cathy Yardley
The Comfort Book,Matt Haig
Maeve Fly,C.J. Leede
Sherlock Holmes & The Three Winter Terrors,James Lovegrove
A Black Women's History of the United States,Daina Ramey Berry
The Lost Dreamer,Lizz Huerta
Camp Zero,Michelle Min Sterling
Character: The History of a Cultural Obsession,Marjorie Garber
The Littlest Yak,Lu Fraser
A Single Rose,Muriel Barbery
The Golden Couple,Greer Hendricks
Why the Germans Do it Better: Notes from a Grown-Up Country,John Kampfner
A ​Sky Beyond the Storm,Sabaa Tahir
Save Me,Ashley N. Rostek
The Memory Collectors,Kim Neville
Maureen,Rachel Joyce
Please Join Us,Catherine McKenzie
China,Edward Rutherfurd
Asterix and the Griffin,Jean-Yves Ferri
The Last Fallen Star,Graci Kim
VenCo,Cherie Dimaline
The Long Slide: Thirty Years in American Journalism,Tucker Carlson
The Nameless Ones,John Connolly
1000 Serpentinen Angst,Olivia Wenzel
Wrapped Up in You,Talia Hibbert
The Secret of the Lost Pearls,Darcie Wilde
Piñata,Leopoldo Gout
Parachutes,Kelly Yang
Age of Vice,Deepti Kapoor
A Forgery of Roses,Jessica S. Olson
I Was Told It Would Get Easier,Abbi Waxman
The Soul of a Woman,Isabel Allende
The Psychology of Money,Morgan Housel
Elixir,Ellen Goodlett
The Selected Works of Audre Lorde,Audre Lorde
Sword in the Stars,A.R. Capetta
NSFW,Isabel Kaplan
The Making of Another Major Motion Picture Masterpiece,Tom Hanks
A History of What Comes Next,Sylvain Neuvel
Zero Days,Ruth Ware
So Late in the Day,Claire Keegan
Wicked Serve,Grace Reilly
The Reunion,Kayla Olson
Lost in Thought: The Hidden Pleasures of an Intellectual Life,Zena Hitz
Three Words for Goodbye,Hazel Gaynor
A Brilliant Night of Stars and Ice,Rebecca Connolly
The Sweet Spot,Amy Poeppel
This Woman's Work: Essays on Music,Sinéad Gleeson
The Secret Lives of Country Gentlemen,K.J. Charles
Forging Silver into Stars,Brigid Kemmerer
Caged Wolf,Caroline Peckham
Why Didn't You Tell Me?,Carmen Rita Wong
The Deep Places: A Memoir of Illness and Discovery,Ross Douthat
The Last Grand Duchess,Bryn Turnbull
Golden Chaos,Colette Rhodes
Ordinary Monsters,J.M. Miro
Cosmoknights Book Two,Hannah Templer
A Stranger at the Door,Jason Pinter
Forever and a Day - A Those Who Wait story,Haley Cass
The Shamshine Blind,Paz Pardo
Alpha Wolf,Caroline Peckham
Tardes de otoño,Joana Marcús
The Sea Glass Cottage,RaeAnne Thayne
Journey to the West: A Long March from Eastern Dream to Western Reality,Biao  Wang
The Past Is Red,Catherynne M. Valente
Only Birds Above,Portland Jones
Haven,Emma Donoghue
Vagablonde,Anna  Dorn
Such a Quiet Place,Megan Miranda
The Forevers,Chris  Whitaker
The Last Remains,Elly Griffiths
Beasts and Beauty,Soman Chainani
"Wrong Number, Right Woman",Jae
Sempiterno,Joana Marcús
The Friendship List,Susan Mallery
"Red, White, and Black: Rescuing American History from Revisionists and Race Hustlers",Robert  L.  Woodson Sr.
The Speckled Beauty: A Dog and His People,Rick Bragg
The Santa Suit,Mary Kay Andrews
Beautiful Little Fools,Jillian Cantor
Here in the Real World,Sara Pennypacker
The Bone Shard Emperor,Andrea Stewart
The Girl from Widow Hills,Megan Miranda
Pay Dirt,Sara Paretsky
The Invention of Sound,Chuck Palahniuk
Near the Bone,Christina Henry
Angelika Frankenstein Makes Her Match,Sally  Thorne
Toxic Superfoods: How Oxalate Overload Is Making You Sick— And How to Get Better,Sally K. Norton MPH
They Said They Wanted Revolution: A Memoir of My Parents,Neda Toloui-Semnani
Etéreo,Joana Marcús
Irresistible Revolution: Marxism's Goal of Conquest & the Unmaking of the American Military,Matthew Lohmeier
Chaos at Prescott High,C.M. Stunich
The Subtweet,Vivek Shraya
Every Bone a Prayer,Ashley Blooms
People From My Neighbourhood,Hiromi Kawakami
Maniac: The Bath School Disaster and the Birth of the Modern Mass Killer,Harold Schechter
Thank You for Listening,Julia  Whelan
The Unfolding,A.M. Homes
Sabotage,Shantel Tessier
After The Revolution,Robert   Evans
Vendida,Axael Velasquez
Hill Women: Finding Family and a Way Forward in the Appalachian Mountains,Cassie Chambers
A Dangerous Kind of Lady,Mia Vincy
"Speaking for Myself: Faith, Freedom, and the Fight of Our Lives Inside the Trump White House",Sarah Huckabee Sanders
The Christmas Pig,J.K. Rowling
The Way of Dog,Zana Fraillon
女神自助餐,劉芷妤
Girl Gone Viral,Alisha Rai
Dangerous Honor,May Dawson
The Ladies of the Secret Circus,Constance Sayers
"The World Keeps Ending, and the World Goes On",Franny Choi
Nora Goes Off Script,Annabel Monaghan
Dogboy v Catfish,Luke Gracias
"Anti-Inflammatory Diet Solution: Heal Your Immune System, Boost Your Brain, Strengthen Your Heart",Stig Bengmark
Carnage,Shantel Tessier
Raybearer,Jordan Ifueko
Fight of the Century: Writers Reflect on 100 Years of Landmark ACLU Cases,Michael Chabon
Pando: A Living Wonder of Trees,Kate Allen  Fox
The Collector’s Daughter: A gripping and sweeping tale of unforgettable discoveries and unforgiveable secrets for 2021,Gill Paul
"Disfigured: On Fairy Tales, Disability, and Making Space",Amanda Leduc
The Girls I've Been,Tess Sharpe
Fire in Paradise: An American Tragedy,Alastair Gee
The House Across the Lake,Riley Sager
Code Name Sapphire,Pam Jenoff
Vesper Flights,Helen Macdonald
The End of the World Is Just the Beginning: Mapping the Collapse of Globalization,Peter Zeihan
The Most Beautiful Girl in Cuba,Chanel Cleeton
The Sinner,Shantel Tessier
"Eva Evergreen, Semi-Magical Witch",Julie Abe
Twisted Love,Ana Huang
Doom: The Politics of Catastrophe,Niall Ferguson
The Ogress and the Orphans,Kelly Barnhill
Gilded Mess,Colette Rhodes
Impatient Griselda,Margaret Atwood
Is Mother Dead,Vigdis Hjorth
Sisters Under the Rising Sun,Heather   Morris
Dinosaurs: 10 Things You Should Know,Dean R. Lomax
Our American Friend,Anna Pitoniak
Carnival Hill,Caroline Peckham
Lila and Hadley,Kody Keplinger
"We Thought We Knew You: A Terrifying True Story of Secrets, Betrayal, Deception, and Murder",M. William Phelps
The Merciless Ones,Namina Forna
Thief,S. Massery
Shiner,Amy Jo Burns
All My Knotted-Up Life: A Memoir,Beth Moore
Those We Thought We Knew,David    Joy
"Drop Acid: The Surprising New Science of Uric Acid―The Key to Losing Weight, Controlling Blood Sugar, and Achieving Extraordinary Health",David Perlmutter
Paradise Lagoon,Caroline Peckham
Disability Visibility: First-Person Stories from the Twenty-first Century,Alice  Wong
"The Deep Rig: How Election Fraud Cost Donald J. Trump the White House, By a Man Who did not Vote for Him",Patrick M. Byrne
Cleanness,Garth Greenwell
Forbidden Honor,May Dawson
An Indiscreet Princess,Georgie Blalock
Cult Classic,Sloane Crosley
The Haunting Season: Ghostly Tales for Long Winter Nights,Bridget Collins
A Vow So Bold and Deadly,Brigid Kemmerer
Plain Bad Heroines,Emily M. Danforth
Wicked Heart,Candace Wondrak
The Blue Butterfly,Leslie Johansen Nack
Iona Iverson's Rules for Commuting,Clare Pooley
A Marvellous Light,Freya Marske
The Upgrade: How the Female Brain Gets Stronger and Better in Midlife and Beyond,Louann Brizendine
The Happy Ever After Playlist,Abby Jimenez
Heartless Sky,Caroline Peckham
Earth Keeper: Reflections on the American Land,N. Scott Momaday
Unmasked: Inside Antifa's Radical Plan to Destroy Democracy,Andy Ngo
Violent Heart,Candace Wondrak
Happy Hour,Jacquie Byron
Misfit in Love,S.K. Ali
Choice,Jodi Picoult
Love in the Time of Bertie,Alexander McCall Smith
Symphony of Secrets,Brendan Slocumb
Hello Stranger,Katherine Center
Fated Throne,Caroline Peckham
Itty-Bitty Kitty-Corn: A Picture Book,Shannon Hale
"Bright Lights, Prairie Dust: Reflections on Life, Loss, and Love from Little House's Ma",Karen Grassle
Partners in Crime,Alisha Rai
Vladimir,Julia May Jonas
Radar Girls,Sara  Ackerman
The Storyteller: Tales of Life and Music,Dave Grohl
Her Radiant Curse,Elizabeth Lim
Cursed Fates,Caroline Peckham
I Want to Be Where the Normal People Are,Rachel Bloom
The Unwilling,John Hart
Gods & Monsters,Shelby Mahurin
The American Adventuress,C.W. Gortner
Alexandria: The Quest for the Lost City,Edmund  Richardson
While Justice Sleeps,Stacey Abrams
Strike the Zither,Joan He
Shadow Princess,Caroline Peckham
Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,Candace Owens
Künstlers in Paradise,Cathleen Schine
"Spy x Family, Vol. 8",Tatsuya Endo
Light Rains Sometimes Fall: A British Year Through Japan's 72 Seasons,Lev Parikian
The Secret Book of Flora Lea,Patti Callahan Henry
The School for Good Mothers,Jessamine Chan
The Road Trip,Beth O'Leary
The Eighth Detective,Alex Pavesi
The Last Green Valley,Mark T. Sullivan
Among the Beasts & Briars,Ashley Poston
Vicious Fae,Caroline Peckham
Steel Fear,Brandon Webb
In Pursuit of Love: One Woman’s Journey from Trafficked to Triumphant,Rebecca   Bender
"Moon Witch, Spider King",Marlon James
Embrace the Darkness,Ashley N. Rostek
"Spy x Family, Vol. 7",Tatsuya Endo
Those Empty Eyes,Charlie Donlea
You Let Me In,Camilla  Bruce
Under a White Sky: The Nature of the Future,Elizabeth Kolbert
Mirrorland,Carole Johnstone
Bookish and the Beast,Ashley Poston
Broken Fae,Caroline Peckham
A Touch of Chaos,Scarlett St.  Clair
Black Cloud Rising,David Wright Faladé
"Spy x Family, Vol. 6",Tatsuya Endo
Did I Ever Tell You This?,Sam Neill
Subtle Blood,K.J. Charles
After the Fall: Being American in the World We've Made,Ben  Rhodes
The Women of Chateau Lafayette,Stephanie Dray
A Lighted Lamp: Scenes of Christmas Through Time,Donna Fletcher Crow
What Souls Are Made Of: A Wuthering Heights Remix,Tasha Suri
Dynasty,Sheridan Anne
"Spy x Family, Vol. 4",Tatsuya Endo
Liberation Day,George Saunders
The Murder Rule,Dervla McTiernan
"Not Forever, But For Now",Chuck Palahniuk
The Sugared Game,K.J. Charles
"Joe Biden: The Life, the Run, and What Matters Now",Evan Osnos
When We Were Infinite,Kelly Loy Gilbert
The Scepter,J.  Bree
Majesty,Katharine McGee
The Inheritance of Orquídea Divina,Zoraida Córdova
The Bookshop of Second Chances,Jackie Fraser
Lucky Red,Claudia Cravens
Normal Rules Don't Apply,Kate Atkinson
Slippery Creatures,K.J. Charles
Apollo's Arrow: The Profound and Enduring Impact of Coronavirus on the Way We Live,Nicholas A. Christakis
"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",Nicole LePera
Lightning Strike,William Kent Krueger
Today a Woman Went Mad in the Supermarket: Stories,Hilma Wolitzer
Queen Crow,J.  Bree
Deity,Sheridan Anne
Love Betrayal Murder,Adam Mitzner
The Good Servant,Fern Britton
Before I Saw You,Emily Houghton
Private Rogue,James Patterson
Un-Trumping America: A Plan to Make America a Democracy Again,Dan Pfeiffer
The Steel Beneath the Silk,Patricia Bracewell
Finlay Donovan Rolls the Dice,Elle Cosimano
No Land to Light On,Yara Zgheib
Damaged,Sheridan Anne
A Libertarian Walks Into a Bear: The Utopian Plot to Liberate an American Town,Matthew Hongoltz-Hetling
Chlorine Sky,Mahogany L. Browne
Only the Beautiful,Susan Meissner
The Witches of Vardø,Anya Bergman
Leslie F*cking Jones,Leslie     Jones
Emily Wilde’s Map of the Otherlands,Heather Fawcett
"Faye, Faraway",Helen   Fisher
Deviant,Sheridan Anne
The Recent East,Thomas Grattan
When the Tiger Came Down the Mountain,Nghi Vo
A Light in the Flame,Jennifer L. Armentrout
X,Davey Davis
Bless the Daughter Raised by a Voice in Her Head: Poems,Warsan Shire
Homestead,Melinda Moustakis
The Unsettled,Ayana Mathis
How Can I Help You,Laura Sims
The Scorpion's Tail,Douglas Preston
A Place to Hang the Moon,Kate Albus
"Earl, Honey",D.S. Getson
The Golden Spoon,Jessa Maxwell
The Final Case,David Guterson
Ruined,Sarah Vaughn
Keep Sharp: Build a Better Brain at Any Age,Sanjay Gupta
The Coven,Harper L. Woods
Burma Sahib,Paul Theroux
Blood and Treasure: Daniel Boone and the Fight for America's First Frontier,Bob Drury
The Dare,Elle Kennedy
Tragic Bonds,J.  Bree
"Let's Play, Vol. 2",Leeanne M. Krecic
The Quiet Tenant,Clémence Michallon
The Lost Cause,Cory Doctorow
Bad Cruz,L.J. Shen
The Duchess Hunt,Lorraine Heath
Group: How One Therapist and a Circle of Strangers Saved My Life,Christie Tate
The Cursed,Harper L. Woods
Infinitum,Tim  Fielder
Where the Truth Lives,Mia Sheridan
Ten Lessons for a Post-Pandemic World,Fareed Zakaria
Resurrection,Siobhan Davis
The Traitor Queen,Danielle L. Jensen
All's Well,Mona Awad
Sleep No More,Jayne Ann Krentz
Dear Ava,Ilsa Madden-Mills
2034: A Novel of the Next World War,Elliot Ackerman
Rebellion,Siobhan Davis
Playboy Princes,Jaymin Eve
Our Lady of Perpetual Hunger: A Memoir,Lisa Donovan
His & Hers,Alice Feeney
They Knew: How a Culture of Conspiracy Keeps America Complacent,Sarah Kendzior
Dance Away with Me,Susan Elizabeth Phillips
The Twin Paradox,Charles Wachter
Reign,Siobhan Davis
Florence Adler Swims Forever,Rachel Beanland
"The Ride of Her Life: The True Story of a Woman, Her Horse, and Their Last-Chance Journey Across America",Elizabeth Letts
Poison Throne,Jaymin Eve
This Is My America,Kim  Johnson
Kismet,Amina Akhtar
Choosing Brave: How Mamie Till-Mobley and Emmett Till Sparked the Civil Rights Movement (Caldecott Honor Book),Angela Joy
Marriage and Murder,Penny Reid
The Blackout Book Club,Amy Lynn Green
Knockout,Sarah MacLean
The Vanished Queen,Lisbeth Campbell
The Great Divide,Cristina Henríquez
Lady of Darkness,Melissa K. Roehrich
Once Bitten,Linsey Hall
Bad Fat Black Girl: Notes from a Trap Feminist,Sesali Bowen
"In Mercy, Rain",Seanan McGuire
Engagement and Espionage,Penny Reid
Always Never,Jordi Lafebre
Evil Geniuses: The Unmaking of America,Kurt Andersen
Lady of Shadows,Melissa K. Roehrich
Flames of Chaos,Amelia Hutchins
The Summer of June,Jamie Sumner
The Aquanaut: A Graphic Novel,Dan Santat
Not That Duke,Eloisa James
"Democracy in One Book or Less: How It Works, Why It Doesn’t, and Why Fixing It Is Easier Than You Think",David Litt
Haunting Adeline,H.D. Carlton
Credence,Penelope Douglas
Death in her Hands,Ottessa Moshfegh
The Last to Vanish,Megan Miranda
Where the Drowned Girls Go,Seanan McGuire
The Mother Code,Carole Stivers
Hunting Adeline,H.D. Carlton
The Brother Years,Shannon Burke
Stepbrothers' Darling,K.A. Knight
"False Alarm: How Climate Change Panic Costs Us Trillions, Hurts the Poor, and Fails to Fix the Planet",Bjørn Lomborg
My Heart Is a Chainsaw,Stephen Graham Jones
Trust,Hernan Diaz
Ambush or Adore,Gail Carriger
Journey of the Pharaohs,Clive Cussler
The Book of Azrael,Amber V. Nicole
Time Is a Mother,Ocean Vuong
The Boys,Katie Hafner
Unspeakable: The Tulsa Race Massacre,Carole Boston Weatherford
"The Storm Before the Calm: America's Discord, the Coming Crisis of the 2020s, and the Triumph Beyond",George Friedman
The Ghost Orchid,Jonathan Kellerman
The Throne of Broken Gods,Amber V. Nicole
Where Snow Angels Go,Maggie O'Farrell
Lapvona,Ottessa Moshfegh
The End of Mental Illness,Daniel G. Amen
Eddie's Boy,Thomas Perry
We Ride Upon Sticks,Quan Barry
O Beautiful,Jung Yun
Murder on an Irish Farm,Carlene O'Connor
Attack Surface,Cory Doctorow
The XX Brain,Lisa Mosconi
"Suppression, Deception, Snobbery, and Bias: Why the Press Gets So Much Wrong—And Just Doesn't Care",Ari Fleischer
Tiny Nightmares: Very Short Stories of Horror,Lincoln Michel
The Sorcerer of Pyongyang,Marcel Theroux
Angel & Hannah: A Novel in Verse,Ishle Park
"The Dying Citizen: How Progressive Elites, Tribalism, and Globalization Are Destroying the Idea of America",Victor Davis Hanson
Kent State: Four Dead in Ohio,Derf Backderf
2030: How Today's Biggest Trends Will Collide and Reshape the Future of Everything,Mauro F. Guillén
Funny Story,Emily Henry
The Letters of Shirley Jackson,Shirley Jackson
Ghost Forest,Pik-Shuen Fung
The Magic Kingdom,Russell Banks
I Know Who You Are: How an Amateur DNA Sleuth Unmasked the Golden State Killer and Changed Crime Fighting Forever,Barbara Rae-Venter
The Barnabus Project,Eric Fan
Seabreeze Sunset,Jan Moran
Witch Please,Ann Aguirre
Angry God,L.J. Shen
"Laptop from Hell: Hunter Biden, Big Tech, and the Dirty Secrets the President Tried to Hide",Miranda Devine
"Polysecure: Attachment, Trauma and Consensual Nonmonogamy",Jessica Fern
Ophelia After All,Racquel Marie
If It Sounds Like a Quack...: A Journey to the Fringes of American Medicine,Matthew Hongoltz-Hetling
Dirty Laundry,Disha Bose
Poesy the Monster Slayer,Cory Doctorow
The Weaver and the Witch Queen,Genevieve Gornichec
The Graham Effect,Elle Kennedy
Kiss of the Blood Prince,Alessa Thorn
Don't Burn This Country: Surviving and Thriving in Our Woke Dystopia,Dave  Rubin
Interior Chinatown,Charles Yu
None of This Is True,Lisa Jewell
The Cat Man of Aleppo,Irene Latham
American Marxism,Mark R. Levin
The Awakening as Told by the Boys,Caroline Peckham
The Great Stink: How Joseph Bazalgette Solved London's Poop Pollution Problem,Colleen Paeff
Reef Road,Deborah Goodrich Royce
Demon Daughter,Lois McMaster Bujold
Bad Lands,Stacey Marie Brown
Searching for Savanna: The Murder of One Native American Woman and the Violence Against the Many,Mona Gable
Black Sunshine,Karina Halle
What Lies in the Woods,Kate Alice Marshall
"Saga, Volume 11",Brian K. Vaughan
Dead Lands,Stacey Marie Brown
Kurangaituku,Whiti Hereaka
Things Have Gotten Worse Since We Last Spoke and Other Misfortunes,Eric LaRocca
"Saga, Volume 10",Brian K. Vaughan
Wild Lands,Stacey Marie Brown
The Conjurer,Luanne G. Smith
Patricia Wants to Cuddle,Samantha  Allen
Trinity,Shayne Silvers
Savage Lands,Stacey Marie Brown
A Trial of Sorcerers,Elise Kova
"Wynd, Book One: The Flight of the Prince",James Tynion IV
Blood Lands,Stacey Marie Brown
The Great Sex Rescue: The Lies You've Been Taught and How to Recover What God Intended,Sheila Wray Gregoire
The Kind Worth Saving,Peter  Swanson
Marrow,Trisha Wolfe
I Will Judge You by Your Bookshelf,Grant Snider
Ruining Dahlia,C.R. Jane
A Game of Fate,Scarlett St.  Clair
Little Witch Hazel: A Year in the Forest,Phoebe Wahl
"Scattershot: Life, Music, Elton, and Me",Bernie Taupin
Uncultured: A Memoir,Daniella Mestyanek Young
The Roommate,Rosie Danan
"Political Prisoner: Persecuted, Prosecuted, but Not Silenced",Paul Manafort
Crooked Heart,Candace Wondrak
Murder Book,Thomas Perry
Fox Creek,William Kent Krueger
The Case Against the Sexual Revolution: A New Guide to Sex in the 21st Century,Louise Perry
Shadowed Heart,Candace Wondrak
Swamp Story,Dave Barry
"Dear William: A Father's Memoir of Addiction, Recovery, Love, and Loss",David  Magee
Strange Sally Diamond,Liz Nugent
The Incredible Winston Browne,Sean Dietrich
How to Raise an Elephant: No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency Series),Alexander McCall Smith
The Emperor's Sword,Andrew Klavan
The Cuban Heiress,Chanel Cleeton
Mrs. Porter Calling,A.J. Pearce
The Glamourist,Luanne G. Smith
A Kingdom of Ruin,K.F. Breene
Woke Racism: How a New Religion Has Betrayed Black America,John McWhorter
"Bad, Bad Seymour Brown",Susan Isaacs
Invisible Girl,Lisa Jewell
A Net for Small Fishes,Lucy Jago
Breath Better Spent: Living Black Girlhood,DaMaris B. Hill
A Throne of Ruin,K.F. Breene
What Is a Woman?: One Man's Journey to Answer the Question of a Generation,Matt  Walsh
The End of Her,Shari Lapena
Unbroken Bonds,J.  Bree
The Dancer and the Devil: Stalin and the Murder of Anna Pavlova,John E. O'Neill
Unnatural Death,Patricia Cornwell
The Beach at Summerly,Beatriz Williams
"Wow, No Thank You.: Essays",Samantha Irby
Forced Bonds,J.  Bree
Cotswolds Holiday,Kasey Stockton
The Perfect Neighborhood,Liz Alterman
Hotline,Dimitri Nasrallah
A Queen of Ruin,K.F. Breene
The Greatest Evil is War,Chris Hedges
Gone Tonight,Sarah Pekkanen
All Good People Here,Ashley Flowers
All Hail,J.  Bree
Lost in Trans Nation: A Child Psychiatrist's Guide Out of the Madness,Miriam Grossman
The Heiress,Rachel Hawkins
The Butcher of the Bay: Part I,J.  Bree
Find You First,Linwood Barclay
Tom Lake,Ann Patchett
Blood Money: Why the Powerful Turn a Blind Eye While China Kills Americans,Peter Schweizer
Things We Do in the Dark,Jennifer Hillier
Sunflower Sisters,Martha Hall Kelly
The Ruthless,J.  Bree
The Mistress of Bhatia House,Sujata Massey
Blood Bonds,J.  Bree
Nightwork,Nora Roberts
Happiness Falls,Angie  Kim
Shadows of Pecan Hollow,Caroline   Frost
"Everything I Learned, I Learned in a Chinese Restaurant",Curtis Chin
Savage Bonds,J.  Bree
Take Your Breath Away,Linwood Barclay
Fortune and Glory,Janet Evanovich
Wings of Fury,Emily R. King
Regressive,Angel Lawson
Look Closer,David Ellis
The Bread the Devil Knead,Lisa Allen-Agostini
The Split,Sharon J. Bolton
Game On: Tempting Twenty-Eight,Janet Evanovich
Dead of Spring: A Hades and Persephone Retelling,Colette Rhodes
The Local,Joey  Hartstone
"Waco Rising: David Koresh, the FBI, and the Birth of America's Modern Militias",Kevin Cook
Life Sentence,A.K.   Turner
It Ends With Violence,Elle Thorpe
The Soulmate,Sally Hepworth
Love Marriage,Monica Ali
The Lives of Edie Pritchard,Larry Watson
F*ckboy Psychos,C.M. Stunich
Gentle and Lowly: The Heart of Christ for Sinners and Sufferers,Dane C. Ortlund
Unholy Terrors,C.M. Stunich
What Happened to the Bennetts,Lisa Scottoline
Northern Spy,Flynn Berry
Troubled: The Failed Promise of America's Behavioral Treatment Programs,Kenneth R. Rosen
The Foundling,Ann Leary
The Diamond Eye,Kate Quinn
"I Am a Girl from Africa: A Memoir of Empowerment, Community, and Hope",Elizabeth Nyamayaro
The Mermaid from Jeju,Sumi Hahn
Good Eggs,Rebecca Hardiman
The Hunger Games,Suzanne Collins
Harry Potter and the Order of the Phoenix,J.K. Rowling
Pride and Prejudice,Jane Austen
To Kill a Mockingbird,Harper Lee
The Book Thief,Markus Zusak
Twilight,Stephenie Meyer
Animal Farm,George Orwell
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien
"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",C.S. Lewis
The Fault in Our Stars,John Green
The Picture of Dorian Gray,Oscar Wilde
The Giving Tree,Shel Silverstein
Wuthering Heights,Emily Brontë
Gone with the Wind,Margaret Mitchell
The Perks of Being a Wallflower,Stephen Chbosky
The Lightning Thief,Rick Riordan
Jane Eyre,Charlotte Brontë
The Little Prince,Antoine de Saint-Exupéry
The Great Gatsby,F. Scott Fitzgerald
The Da Vinci Code,Dan Brown
Crime and Punishment,Fyodor Dostoevsky
Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll
Divergent,Veronica Roth
Memoirs of a Geisha,Arthur Golden
Les Misérables,Victor Hugo
The Alchemist,Paulo Coelho
Lord of the Flies,William Golding
Anne of Green Gables,L.M. Montgomery
Romeo and Juliet,William Shakespeare
City of Bones,Cassandra Clare
The Hitchhiker’s Guide to the Galaxy,Douglas Adams
The Help,Kathryn Stockett
Dracula,Bram Stoker
Charlotte’s Web,E.B. White
Ender’s Game,Orson Scott Card
Of Mice and Men,John Steinbeck
Fahrenheit 451,Ray Bradbury
The Catcher in the Rye,J.D. Salinger
One Hundred Years of Solitude,Gabriel García Márquez
Brave New World,Aldous Huxley
A Thousand Splendid Suns,Khaled Hosseini
The Time Traveler’s Wife,Audrey Niffenegger
The Princess Bride,William Goldman
The Secret Garden,Frances Hodgson Burnett
The Outsiders,S.E. Hinton
A Game of Thrones,George R.R. Martin
Little Women,Louisa May Alcott
1984,George Orwell
A Wrinkle in Time,Madeleine L'Engle
The Odyssey,Homer
Harry Potter and the Deathly Hallows,J.K. Rowling
Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley
The Kite Runner,Khaled Hosseini
The Giver,Lois Lowry
The Handmaid’s Tale,Margaret Atwood
The Lovely Bones,Alice Sebold
Where the Wild Things Are,Maurice Sendak
The Adventures of Huckleberry Finn,Mark Twain
Green Eggs and Ham,Dr. Seuss
Life of Pi,Yann Martel
A Tale of Two Cities,Charles Dickens
Dune,Frank Herbert
Lolita,Vladimir Nabokov
Harry Potter and the Prisoner of Azkaban,J.K. Rowling
Slaughterhouse-Five,Kurt Vonnegut Jr.
Water for Elephants,Sara Gruen
Harry Potter and the Sorcerer’s Stone,J.K. Rowling
The Bell Jar,Sylvia Plath
Matilda,Roald Dahl
The Stand,Stephen King
Catch-22,Joseph Heller
The Adventures of Sherlock Holmes,Arthur Conan Doyle
The Pillars of the Earth,Ken Follett
Rebecca,Daphne du Maurier
Watership Down,Richard  Adams
The Fellowship of the Ring,J.R.R. Tolkien
Great Expectations,Charles Dickens
Outlander,Diana Gabaldon
The Girl with the Dragon Tattoo,Stieg Larsson
The Color Purple,Alice Walker
One Flew Over the Cuckoo’s Nest,Ken Kesey
Anna Karenina,Leo Tolstoy
My Sister’s Keeper,Jodi Picoult
The Brothers Karamazov,Fyodor Dostoevsky
A Tree Grows in Brooklyn,Betty  Smith
A Clockwork Orange,Anthony Burgess
And Then There Were None,Agatha Christie
The Road,Cormac McCarthy
To Kill a Mockingbird,Harper Lee
The Golden Compass,Philip Pullman
It,Stephen King
Vampire Academy,Richelle Mead
The Shining,Stephen King
Siddhartha,Hermann Hesse
Angela’s Ashes,Frank McCourt
The Complete Stories and Poems,Edgar Allan Poe
Interview with the Vampire,Anne Rice
Don Quixote,Miguel de Cervantes Saavedra
The Old Man and the Sea,Ernest Hemingway
The Poisonwood Bible,Barbara Kingsolver
Harry Potter and the Goblet of Fire,J.K. Rowling
Atlas Shrugged,Ayn Rand
The Notebook,Nicholas Sparks
Winnie-the-Pooh,A.A. Milne
Fahrenheit 451,Ray Bradbury
Harry Potter and the Half-Blood Prince,J.K. Rowling
"Moby-Dick or, The Whale",Herman Melville
A Prayer for Owen Meany,John Irving
Clockwork Angel,Cassandra Clare
The Stranger,Albert Camus
The Secret Life of Bees,Sue Monk Kidd
Harry Potter and the Chamber of Secrets,J.K. Rowling
The Red Tent,Anita Diamant
The Name of the Wind,Patrick Rothfuss
The Master and Margarita,Mikhail Bulgakov
The Metamorphosis,Franz Kafka
The Hobbit,J.R.R. Tolkien
Eragon,Christopher Paolini
Middlesex,Jeffrey Eugenides
The Count of Monte Cristo,Alexandre Dumas
Looking for Alaska,John Green
The Very Hungry Caterpillar,Eric Carle
The Adventures of Tom Sawyer,Mark Twain
Charlie and the Chocolate Factory,Roald Dahl
The Last Olympian,Rick Riordan
